filename,chroma_stft_mean,rms_mean,spectral_centroid_mean,spectral_bandwidth_mean,rolloff_mean,zero_crossing_rate_mean,harmonic_mean,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,label
blues.00002.7.wav,0.3615077436,0.1909429133,1549.572759,1788.919219,2927.190505,0.07825270433,-5.53E-05,161.4990234,-73.3613739,142.5201416,-31.50828171,27.7235508,-11.31930065,27.42191696,-17.38571167,16.57952309,-14.19296455,16.73733139,-13.29997158,12.28721046,-13.34552383,4.432228565,-12.96807957,0.7971791625,-10.58031654,0.8603122234,-5.330613136,1.075332522,blues
blues.00002.8.wav,0.3343314826,0.1969973892,1704.564643,1880.313683,3323.484262,0.08994891827,-1.68E-05,161.4990234,-73.6122818,131.2388306,-31.36839867,29.74639511,-11.6760807,29.7383709,-20.08374405,15.21173954,-15.90507984,16.116045,-14.22802067,12.27994633,-15.19813728,2.78066206,-13.11590385,4.912504673,-7.695383549,2.397915125,-6.671227455,-2.200269222,blues
blues.00002.9.wav,0.3918114305,0.1879228204,1673.364389,1893.572151,3268.988694,0.08280874399,-1.08E-05,161.4990234,-73.8745575,133.1773987,-29.07437706,26.98592949,-10.39716625,29.60900879,-13.39274979,20.90208817,-11.18866825,16.09367561,-13.17378044,12.61373234,-12.49758148,4.800168037,-8.965293884,6.428314686,-7.508773327,2.025056362,-6.556603909,-1.891573906,blues
blues.00003.0.wav,0.3691373765,0.1400074661,860.2521364,1375.235919,1635.529597,0.02470703125,-2.10E-05,63.02400915,-227.8300171,157.873642,5.623387814,25.90138435,7.186470032,9.420235634,1.015209317,8.87787056,1.636455536,7.864213467,2.728603363,4.711191177,-1.777531505,-0.5927764177,-0.8521265984,1.81195116,1.975766897,3.06423831,-0.1409388036,-4.174923897,blues
blues.00003.1.wav,0.3915866911,0.1469817907,941.0693922,1392.290084,1851.027269,0.03197490986,3.71E-07,63.02400915,-217.4832916,158.8458557,-2.419954777,31.05580711,3.904090405,9.410855293,0.7728352547,11.88056946,1.97253108,10.45643044,2.497804165,2.666373491,-3.292559624,0.3787420392,-2.32926321,-0.08382721245,-0.9407502413,1.274785042,2.753999233,-0.8420492411,blues
blues.00003.2.wav,0.4219943285,0.1385761201,898.7081,1365.260691,1694.745906,0.02808368389,-1.40E-06,63.02400915,-218.4756775,164.7330933,0.6362586617,24.85219193,4.902826309,7.498187542,-0.5953383446,13.26702785,2.514257669,8.621324539,2.740922928,5.623134136,-1.141959906,-3.339332581,-8.570355415,-2.684514046,0.8620680571,4.189822674,2.25671339,-1.573202014,blues
blues.00003.3.wav,0.4439498484,0.1295863241,1123.848202,1666.2632,2395.237568,0.03407451923,3.69E-05,61.5234375,-196.7579346,150.9020996,8.399329185,28.59996605,-2.511273861,16.0287571,-10.95323944,10.73435783,2.247082233,11.26660347,-1.431926966,6.852581501,-5.267310619,1.977411628,-1.159880042,1.005781412,-3.242399216,-0.8956655264,-1.266578555,-0.9821451306,blues
blues.00003.4.wav,0.4007308483,0.1258891821,1235.357695,1739.174077,2733.308857,0.03943434495,4.63E-05,95.703125,-196.3744659,146.3804626,2.372053146,21.71663094,1.038076043,16.62343407,-11.20507431,8.096099854,-1.469769478,8.190307617,-5.855345249,7.493941784,-3.789135695,2.114427567,-0.8588062525,0.695705533,-2.122544765,-2.181120157,-3.361828804,-2.228967905,blues
blues.00003.5.wav,0.3967028856,0.1523146927,1248.053528,1801.83593,2752.274639,0.04010291466,-4.79E-05,103.359375,-178.8911743,141.9664307,10.98704815,30.50805473,-0.9504061341,22.93458176,-12.25565815,5.821253777,-7.09776926,12.00649071,-7.46846199,7.441618443,-5.038101196,-2.703411579,-2.213332891,1.036483049,-7.584965229,0.1736971736,-2.18643856,-5.490908623,blues
blues.00003.6.wav,0.4326378107,0.1472420692,1032.035732,1575.826479,2006.231971,0.03248197115,-4.07E-05,172.265625,-193.8082886,152.3179016,0.4154545665,29.27928925,-0.1729036719,14.5828495,-3.331410646,13.47862244,-1.197933078,7.937199593,-4.540984154,7.647634506,-2.86918807,-0.8408482075,-1.514837384,1.024972439,-4.695929527,2.186622858,-0.8677805066,-3.581381559,blues
blues.00003.7.wav,0.4100695848,0.1451930404,1073.755702,1657.133678,2130.544809,0.03104717548,-6.48E-05,63.02400915,-194.9409027,147.2179108,5.411354542,27.9117527,-2.359097242,15.3703804,-4.259034157,13.5208292,-3.602945089,8.317653656,-4.030548573,5.039980888,-1.210834742,-3.005348206,-4.394084454,-0.09944152832,-6.345108032,0.4661897421,2.493851185,-2.127660751,blues
blues.00003.8.wav,0.4266719222,0.133805275,1206.783596,1718.236594,2506.464844,0.03777043269,0.0001207254027,184.5703125,-186.8235321,145.1199646,4.199318409,27.79765892,-3.4998703,19.74295235,-5.430480957,7.235653877,-2.469429016,9.243282318,-6.76183939,7.288822174,-0.7244411111,-3.361310005,-7.005042553,4.716866016,-4.905342102,-0.8653785586,-3.684621811,-5.733614445,blues
blues.00003.9.wav,0.3872967064,0.1498713493,1061.389626,1665.487663,2089.548903,0.03035606971,-3.40E-06,172.265625,-193.1662903,150.0919495,9.038322449,31.57171631,1.584723473,19.47612762,-7.664382935,6.800877571,-4.854382038,2.916838169,-14.19230843,10.19151402,-2.169694901,2.180817366,-1.803196788,2.606226921,-7.273301125,0.7350776196,-2.341069221,-6.121044159,blues
blues.00004.0.wav,0.3078879714,0.08047159761,1544.038015,1577.30253,2923.380784,0.08600886418,-1.51E-05,135.9991776,-180.5881348,148.9529114,-42.00881195,27.87055969,-33.17535019,14.60693264,-28.50997925,0.03805776685,-14.50784779,3.269733191,-19.3299675,2.852517843,-10.4094305,-2.276729584,-12.92455959,-6.492938519,-8.449270248,3.810412645,-8.580988884,-13.26107788,blues
blues.00004.1.wav,0.2970162332,0.1126978397,2388.412911,1967.71069,4544.41688,0.1479942909,-5.78E-05,135.9991776,-144.9079895,97.61850739,-29.32992363,28.00858688,-38.89068985,18.48655701,-23.79155922,7.573774815,-18.54718018,6.843529701,-17.48791695,-5.910936356,-3.470872641,-7.725501537,-8.954159737,1.24747324,-10.15538597,0.08053342253,-2.046006441,-13.76064301,blues
blues.00004.2.wav,0.3443212211,0.09750070423,2097.327532,1965.901081,4234.007474,0.1077411358,-1.37E-05,129.1992188,-155.9798737,114.6176376,-31.84616852,26.15413094,-41.74951935,15.99835491,-25.14478683,11.54028988,-19.09687042,6.45705986,-18.47374535,-1.693447828,-6.193717003,-7.595976353,-11.95673847,2.002125978,-8.680607796,-3.036210299,-2.587781906,-9.333542824,blues
blues.00004.3.wav,0.2739508748,0.1025481969,1990.242568,1767.36644,3912.997108,0.1160945012,-3.21E-05,135.9991776,-142.1774902,124.7487793,-46.53201294,27.63811493,-43.41269684,14.62977982,-25.49839592,5.287275314,-13.4314661,9.019873619,-16.17170525,-2.918541193,-10.75091839,-5.596069813,-10.42016411,-0.5645130873,-7.133677483,0.9221349359,-6.484719753,-13.27462769,blues
blues.00004.4.wav,0.2759167254,0.1073099598,1774.974528,1627.761208,3368.952449,0.1081280048,-8.12E-06,135.9991776,-155.262207,133.5629425,-51.90216064,26.51888466,-31.06549072,15.49675083,-28.09823608,-0.6897409558,-11.70577526,1.33702755,-14.57341957,5.663768768,-7.806733608,-2.513176441,-14.97553253,-6.890365601,-4.920285225,4.246383667,-8.459155083,-14.36736393,blues
blues.00004.5.wav,0.3475976288,0.07378682494,1981.073622,1919.002606,4109.446176,0.09830603966,-1.69E-05,129.1992188,-164.3293762,122.8132477,-39.09427261,31.45703888,-39.96264267,19.06593323,-26.95679474,9.434715271,-17.34471512,7.007875919,-16.23496628,1.072937131,-13.29935551,-5.137228966,-12.03655338,-0.8939494491,-7.502237797,-0.07745455205,-5.357435703,-9.074633598,blues
blues.00004.6.wav,0.2810154855,0.06994400173,1378.200657,1548.95487,2536.362868,0.06806640625,-9.23E-06,135.9991776,-212.8598328,153.5384827,-31.80388451,20.88870621,-22.83153534,9.181096077,-27.71982193,-0.1625797004,-11.93027306,1.178782463,-16.46408081,1.353265285,-11.68382359,-5.93985796,-8.955986023,-7.598804474,-3.792315722,-1.383592367,-6.416685104,-5.50005722,blues
blues.00004.7.wav,0.3267768323,0.09551539272,1827.354819,1791.782191,3657.497371,0.09195087139,-2.36E-05,135.9991776,-151.1624146,131.3265991,-42.35713196,25.57724953,-41.46307373,17.09546089,-30.12968254,6.187813282,-15.65808296,4.445096016,-14.3206749,3.891752005,-9.138772964,-5.668571472,-13.35883999,-1.897454739,-6.124807835,0.004507270176,-4.521527767,-7.651456356,blues
blues.00004.8.wav,0.3055527806,0.09165916592,1559.563463,1556.890613,2839.649752,0.08560321514,2.55E-05,135.9991776,-170.0281372,145.9866028,-43.98143005,21.92588615,-31.27303123,9.756443024,-26.88758278,0.3801625967,-16.11792755,2.79745841,-15.94559193,-2.283023834,-9.534308434,-3.071507931,-10.12051487,-5.359402657,-5.08453846,-0.2315123975,-4.484837055,-10.83361721,blues
blues.00004.9.wav,0.322252959,0.08327517658,1795.860851,1756.318999,3647.558969,0.09481670673,-6.89E-06,135.9991776,-157.6609039,136.2343445,-41.95104599,29.65143776,-43.41958237,16.37255859,-30.66553307,3.988222122,-15.32840443,4.751578808,-12.66082001,-0.1464249194,-13.09818459,-5.88069582,-9.220586777,0.06256262213,-7.62980032,0.2851918042,-5.529918671,-11.22387314,blues
blues.00005.0.wav,0.3029578328,0.07440294325,1148.336755,1481.481546,2285.749512,0.04944786659,-2.07E-05,67.99958882,-245.7277069,162.9819946,-7.868881226,33.9454155,-18.36001015,10.6126709,-23.52008057,2.868816614,-4.699261665,4.050492287,-13.92547321,-4.985649109,-10.37736797,-3.846835375,-7.15712595,-4.967964172,0.8870674968,-3.457489967,-4.294701099,-6.824146271,blues
blues.00005.1.wav,0.3255057633,0.08029324561,1210.571572,1424.920044,2228.934983,0.05775240385,2.47E-05,67.99958882,-206.6232758,166.3617859,-26.68496895,25.82326889,-21.38126373,11.36922932,-22.63557243,4.396192074,-12.56516647,-0.3723526001,-11.95342159,1.270900726,-14.63986778,-9.285700798,-7.557751179,-7.366458893,2.819587946,-2.179932356,-3.981978178,-4.939159393,blues
blues.00005.2.wav,0.2998642921,0.1567154974,3191.200301,2190.240135,5734.540452,0.1906550481,-2.28E-06,107.6660156,-142.1113586,44.06162262,-25.80934525,43.34026718,-43.38910675,32.54098129,-32.21921158,12.4481945,-22.71405411,7.386342525,-16.85694313,3.917575121,-3.102477074,-10.89659405,-4.449862957,6.286922455,-12.06684494,-5.05018425,0.1880244762,-12.76679134,blues
blues.00005.3.wav,0.2999611199,0.1248304918,2124.493966,1771.906237,3852.538499,0.1211613582,2.46E-05,112.3471467,-144.1336517,112.7033691,-27.42378998,37.67634964,-35.32785416,17.92658043,-28.0500412,11.38515949,-16.67288589,0.4790793657,-17.97454262,-0.4387689531,-11.46689415,-10.11840439,-8.784070969,-7.391352654,-1.485767365,-2.200235605,-1.369742274,-7.030521393,blues
blues.00005.4.wav,0.3232451081,0.07303470373,2446.168018,2092.543627,4750.638709,0.1147423377,-2.47E-05,112.3471467,-242.1740112,72.7501297,-9.106655121,67.04197693,-8.822060585,28.55425644,-22.90859413,16.30911446,-6.860336781,4.966950417,-15.18254757,-1.553771019,-9.380592346,-6.913961887,-6.983009815,-0.9796823263,-9.566955566,-3.121328115,-1.201554537,-5.229828835,blues
blues.00005.5.wav,0.286562562,0.08749915659,1147.485176,1376.867721,2068.18134,0.05363957332,3.51E-05,69.83741554,-208.9572449,168.9311066,-21.82817268,26.41067314,-20.23408127,12.54123592,-22.64944649,1.331412315,-9.773626328,2.067989826,-13.16052055,-2.064873219,-14.01535225,-8.348762512,-4.932524681,-8.214963913,1.48773849,-3.3638587,-4.600054264,-7.252492905,blues
blues.00005.6.wav,0.2904354036,0.0945033282,1397.997926,1597.757044,2735.959097,0.06339017428,1.16E-05,172.265625,-172.1543732,150.1555176,-32.26644897,33.24209213,-23.35094643,13.50058174,-23.46348763,7.97151804,-13.56441307,2.146925449,-13.23626041,-0.2483311594,-18.4176693,-10.88636589,-4.798429966,-9.482649803,1.072456717,-1.557880402,-1.73213768,-9.20176506,blues
blues.00005.7.wav,0.3187735677,0.159493655,2621.071201,2190.996654,5274.723745,0.1374436599,2.20E-05,107.6660156,-104.9658661,90.52671051,-16.61472893,36.9504509,-43.53337097,26.35212898,-32.59391403,8.394410133,-23.31411171,1.414286137,-18.93779373,3.569339275,-4.070012093,-10.82453823,-1.299853683,0.5064278245,-8.359844208,-3.903594017,-2.455309391,-10.46998501,blues
blues.00005.8.wav,0.2790665925,0.08545454592,1642.25938,1668.324868,3213.664926,0.0787484976,-1.74E-05,107.6660156,-191.5381012,129.063324,-37.41902924,34.44138336,-34.63633728,13.70228577,-24.21375275,10.84880924,-5.546958447,7.647602081,-14.68849182,3.421062469,-17.58203888,-2.292357445,-3.270675898,-4.775056839,-0.8497089148,2.659099817,-8.260133743,-10.38511658,blues
blues.00005.9.wav,0.3156520724,0.0989889577,1360.206108,1491.134153,2593.260216,0.06482496995,1.65E-06,172.265625,-169.3204346,158.1913757,-37.2817421,32.95650482,-29.19916153,10.19373894,-28.69861794,5.010070324,-14.18654442,0.1236999482,-16.55373764,2.154961824,-14.3571043,-6.02821064,-4.541181564,-8.239307404,0.5583626628,-1.482917905,-3.661051512,-7.679176807,blues
blues.00006.0.wav,0.2636453807,0.1843196899,1779.447516,1576.854804,3481.007925,0.08476186899,-2.79E-05,71.77734375,-154.5138702,111.7718964,-47.41375351,42.73332977,-2.791180849,6.254253864,-24.81441116,-2.464533329,-11.9142952,-7.856189251,-13.34192467,1.489859223,-7.704390526,-13.14199448,-7.281824112,-7.729857445,-11.32310677,-8.468267441,-6.997896671,-9.623994827,blues
blues.00006.1.wav,0.2702532709,0.06300357729,1135.891015,1310.017352,2385.878906,0.04173302284,8.19E-06,135.9991776,-291.2039185,157.7818146,-30.99213409,35.8611145,18.02978134,-0.7366450429,-15.77086449,0.8546020389,-4.592040539,-5.994294643,-6.609253407,-2.411226988,-6.395261765,-8.479457855,-4.284164429,-10.34936714,-13.2231636,-7.359125614,-1.824189186,-9.33878994,blues
blues.00006.2.wav,0.2712121904,0.09228736907,910.8396084,1085.872189,1767.461877,0.03787560096,3.07E-06,69.83741554,-285.5198975,178.3853149,-28.30836105,26.01026917,30.7519455,-6.450937748,-15.74800396,0.1978308409,-4.366602898,-7.730270863,-8.276147842,-6.799751759,-6.429430962,-4.299704075,-3.915665388,-7.536819935,-7.014137745,-6.152044773,-7.562230587,-7.999183178,blues
blues.00006.3.wav,0.3151691556,0.1096384376,993.8061587,1031.305475,1862.29079,0.04365985577,1.47E-05,112.3471467,-239.9072723,185.8185425,-49.7973175,30.15124702,24.75273514,-11.21579552,-20.08254623,0.2757582366,-5.771163464,-8.282757759,-6.81391573,-5.039478779,-2.741810799,-3.308208942,-5.769991875,-10.81021976,-8.951015472,-5.939643383,-6.066812992,-8.782895088,blues
blues.00006.4.wav,0.3124680221,0.1484464705,1717.745632,1781.7262,3499.808068,0.07358398438,-2.64E-05,151.9990809,-188.7621002,107.5722809,-17.41529274,28.20970154,-19.57845116,8.75951004,-13.74605274,9.276670456,-9.339928627,0.7062829733,-10.11510658,0.6166824698,-2.34815383,-12.22444439,0.3575111628,-3.954988956,-8.2791605,-5.781943321,-1.85014534,-4.706607819,blues
blues.00006.5.wav,0.2702845335,0.1362807155,1287.024471,1144.770246,2343.72352,0.08052884615,8.63E-07,198.7680288,-201.7225037,171.633255,-64.75003052,41.50250626,23.18657303,-7.11679554,-25.39241219,-2.920297623,-6.43118906,-4.937561512,-9.046676636,-4.860546112,-7.489320755,-9.777515411,-13.44588566,-16.79732895,-12.92472076,-6.775144577,0.04647615924,-0.7530595064,blues
blues.00006.6.wav,0.2732646167,0.1505681276,2067.894549,1779.590219,3935.192871,0.09338566707,1.25E-05,112.3471467,-179.0438843,92.44741058,-34.56076813,58.91019821,-6.498123169,12.74497414,-29.42860603,5.76479578,-11.00653076,0.4372448325,-13.72088146,-1.722002149,-7.576654911,-12.56890202,-3.793175697,-6.481198788,-12.11045456,-9.476008415,-4.413688183,-7.66901207,blues
